saffl,trtemfl,aesoc,aedecod,trta,procedure,factor,denominator,measure,unit
Y,Y,SKIN AND SUBCUTANEOUS TISSUE DIS,PRURITUS GENERALISED,Xanomeline High Dose,countdistinct,usubjid,_ALL_,1,
Y,Y,SKIN AND SUBCUTANEOUS TISSUE DIS,PRURITUS GENERALISED,Xanomeline High Dose,count,quantify,_ALL_,1,
Y,Y,SKIN AND SUBCUTANEOUS TISSUE DIS,PRURITUS GENERALISED,Xanomeline Low Dose,countdistinct,usubjid,_ALL_,1,
Y,Y,SKIN AND SUBCUTANEOUS TISSUE DIS,PRURITUS GENERALISED,Xanomeline Low Dose,count,quantify,_ALL_,4,
Y,Y,SKIN AND SUBCUTANEOUS TISSUE DIS,RASH,Placebo,countdistinct,usubjid,_ALL_,5,
Y,Y,SKIN AND SUBCUTANEOUS TISSUE DIS,RASH,Placebo,count,quantify,_ALL_,9,
Y,Y,SKIN AND SUBCUTANEOUS TISSUE DIS,RASH,Xanomeline High Dose,countdistinct,usubjid,_ALL_,9,
Y,Y,SKIN AND SUBCUTANEOUS TISSUE DIS,RASH,Xanomeline High Dose,count,quantify,_ALL_,15,
Y,Y,SKIN AND SUBCUTANEOUS TISSUE DIS,RASH,Xanomeline Low Dose,countdistinct,usubjid,_ALL_,13,
Y,Y,SKIN AND SUBCUTANEOUS TISSUE DIS,RASH,Xanomeline Low Dose,count,quantify,_ALL_,18,
Y,Y,SKIN AND SUBCUTANEOUS TISSUE DIS,RASH ERYTHEMATOUS,Xanomeline Low Dose,countdistinct,usubjid,_ALL_,1,
Y,Y,SKIN AND SUBCUTANEOUS TISSUE DIS,RASH ERYTHEMATOUS,Xanomeline Low Dose,count,quantify,_ALL_,1,
Y,Y,SKIN AND SUBCUTANEOUS TISSUE DIS,RASH MACULO-PAPULAR,Xanomeline High Dose,countdistinct,usubjid,_ALL_,1,
Y,Y,SKIN AND SUBCUTANEOUS TISSUE DIS,RASH MACULO-PAPULAR,Xanomeline High Dose,count,quantify,_ALL_,1,
Y,Y,SKIN AND SUBCUTANEOUS TISSUE DIS,RASH PRURITIC,Xanomeline High Dose,countdistinct,usubjid,_ALL_,2,
Y,Y,SKIN AND SUBCUTANEOUS TISSUE DIS,RASH PRURITIC,Xanomeline High Dose,count,quantify,_ALL_,3,
Y,Y,SKIN AND SUBCUTANEOUS TISSUE DIS,RASH PRURITIC,Xanomeline Low Dose,countdistinct,usubjid,_ALL_,1,
Y,Y,SKIN AND SUBCUTANEOUS TISSUE DIS,RASH PRURITIC,Xanomeline Low Dose,count,quantify,_ALL_,2,
Y,Y,SKIN AND SUBCUTANEOUS TISSUE DIS,SKIN EXFOLIATION,Xanomeline Low Dose,countdistinct,usubjid,_ALL_,1,
Y,Y,SKIN AND SUBCUTANEOUS TISSUE DIS,SKIN EXFOLIATION,Xanomeline Low Dose,count,quantify,_ALL_,2,
Y,Y,SKIN AND SUBCUTANEOUS TISSUE DIS,SKIN IRRITATION,Placebo,countdistinct,usubjid,_ALL_,3,
Y,Y,SKIN AND SUBCUTANEOUS TISSUE DIS,SKIN IRRITATION,Placebo,count,quantify,_ALL_,4,
Y,Y,SKIN AND SUBCUTANEOUS TISSUE DIS,SKIN IRRITATION,Xanomeline High Dose,countdistinct,usubjid,_ALL_,5,
Y,Y,SKIN AND SUBCUTANEOUS TISSUE DIS,SKIN IRRITATION,Xanomeline High Dose,count,quantify,_ALL_,8,
Y,Y,SKIN AND SUBCUTANEOUS TISSUE DIS,SKIN IRRITATION,Xanomeline Low Dose,countdistinct,usubjid,_ALL_,6,
Y,Y,SKIN AND SUBCUTANEOUS TISSUE DIS,SKIN IRRITATION,Xanomeline Low Dose,count,quantify,_ALL_,13,
Y,Y,SKIN AND SUBCUTANEOUS TISSUE DIS,SKIN ODOUR ABNORMAL,Xanomeline High Dose,countdistinct,usubjid,_ALL_,1,
Y,Y,SKIN AND SUBCUTANEOUS TISSUE DIS,SKIN ODOUR ABNORMAL,Xanomeline High Dose,count,quantify,_ALL_,1,
Y,Y,SKIN AND SUBCUTANEOUS TISSUE DIS,SKIN ULCER,Placebo,countdistinct,usubjid,_ALL_,1,
Y,Y,SKIN AND SUBCUTANEOUS TISSUE DIS,SKIN ULCER,Placebo,count,quantify,_ALL_,2,
Y,Y,SKIN AND SUBCUTANEOUS TISSUE DIS,URTICARIA,Xanomeline High Dose,countdistinct,usubjid,_ALL_,1,
Y,Y,SKIN AND SUBCUTANEOUS TISSUE DIS,URTICARIA,Xanomeline High Dose,count,quantify,_ALL_,2,
Y,Y,SKIN AND SUBCUTANEOUS TISSUE DIS,URTICARIA,Xanomeline Low Dose,countdistinct,usubjid,_ALL_,1,
Y,Y,SKIN AND SUBCUTANEOUS TISSUE DIS,URTICARIA,Xanomeline Low Dose,count,quantify,_ALL_,3,
Y,Y,SOCIAL CIRCUMSTANCES,ALCOHOL USE,Xanomeline High Dose,countdistinct,usubjid,_ALL_,1,
Y,Y,SOCIAL CIRCUMSTANCES,ALCOHOL USE,Xanomeline High Dose,count,quantify,_ALL_,1,
Y,Y,SURGICAL AND MEDICAL PROCEDURES,ACROCHORDON EXCISION,Xanomeline High Dose,countdistinct,usubjid,_ALL_,1,
Y,Y,SURGICAL AND MEDICAL PROCEDURES,ACROCHORDON EXCISION,Xanomeline High Dose,count,quantify,_ALL_,1,
Y,Y,SURGICAL AND MEDICAL PROCEDURES,CATARACT OPERATION,Placebo,countdistinct,usubjid,_ALL_,1,
Y,Y,SURGICAL AND MEDICAL PROCEDURES,CATARACT OPERATION,Placebo,count,quantify,_ALL_,1,
Y,Y,SURGICAL AND MEDICAL PROCEDURES,CATARACT OPERATION,Xanomeline Low Dose,countdistinct,usubjid,_ALL_,1,
Y,Y,SURGICAL AND MEDICAL PROCEDURES,CATARACT OPERATION,Xanomeline Low Dose,count,quantify,_ALL_,1,
Y,Y,SURGICAL AND MEDICAL PROCEDURES,EYE LASER SURGERY,Placebo,countdistinct,usubjid,_ALL_,1,
Y,Y,SURGICAL AND MEDICAL PROCEDURES,EYE LASER SURGERY,Placebo,count,quantify,_ALL_,1,
Y,Y,SURGICAL AND MEDICAL PROCEDURES,SKIN LESION EXCISION,Xanomeline High Dose,countdistinct,usubjid,_ALL_,1,
Y,Y,SURGICAL AND MEDICAL PROCEDURES,SKIN LESION EXCISION,Xanomeline High Dose,count,quantify,_ALL_,1,
Y,Y,VASCULAR DISORDERS,HOT FLUSH,Xanomeline Low Dose,countdistinct,usubjid,_ALL_,1,
Y,Y,VASCULAR DISORDERS,HOT FLUSH,Xanomeline Low Dose,count,quantify,_ALL_,1,
Y,Y,VASCULAR DISORDERS,HYPERTENSION,Placebo,countdistinct,usubjid,_ALL_,1,
Y,Y,VASCULAR DISORDERS,HYPERTENSION,Placebo,count,quantify,_ALL_,2,
Y,Y,VASCULAR DISORDERS,HYPERTENSION,Xanomeline Low Dose,countdistinct,usubjid,_ALL_,1,
Y,Y,VASCULAR DISORDERS,HYPERTENSION,Xanomeline Low Dose,count,quantify,_ALL_,1,
Y,Y,VASCULAR DISORDERS,HYPOTENSION,Placebo,countdistinct,usubjid,_ALL_,2,
Y,Y,VASCULAR DISORDERS,HYPOTENSION,Placebo,count,quantify,_ALL_,3,
Y,Y,VASCULAR DISORDERS,HYPOTENSION,Xanomeline Low Dose,countdistinct,usubjid,_ALL_,1,
Y,Y,VASCULAR DISORDERS,HYPOTENSION,Xanomeline Low Dose,count,quantify,_ALL_,1,
Y,Y,VASCULAR DISORDERS,ORTHOSTATIC HYPOTENSION,Placebo,countdistinct,usubjid,_ALL_,1,
Y,Y,VASCULAR DISORDERS,ORTHOSTATIC HYPOTENSION,Placebo,count,quantify,_ALL_,2,
Y,Y,VASCULAR DISORDERS,WOUND HAEMORRHAGE,Xanomeline High Dose,countdistinct,usubjid,_ALL_,1,
Y,Y,VASCULAR DISORDERS,WOUND HAEMORRHAGE,Xanomeline High Dose,count,quantify,_ALL_,1,
Y,Y,_ALL_,_ALL_,Placebo,countdistinct,usubjid,_ALL_,65,
Y,Y,_ALL_,_ALL_,Placebo,count,quantify,_ALL_,281,
Y,Y,_ALL_,_ALL_,Xanomeline High Dose,countdistinct,usubjid,_ALL_,76,
Y,Y,_ALL_,_ALL_,Xanomeline High Dose,count,quantify,_ALL_,433,
Y,Y,_ALL_,_ALL_,Xanomeline Low Dose,countdistinct,usubjid,_ALL_,77,
Y,Y,_ALL_,_ALL_,Xanomeline Low Dose,count,quantify,_ALL_,412,
Y,Y,CARDIAC DISORDERS,_ALL_,Placebo,countdistinct,usubjid,_ALL_,12,
Y,Y,CARDIAC DISORDERS,_ALL_,Placebo,count,quantify,_ALL_,26,
Y,Y,CARDIAC DISORDERS,_ALL_,Xanomeline High Dose,countdistinct,usubjid,_ALL_,15,
Y,Y,CARDIAC DISORDERS,_ALL_,Xanomeline High Dose,count,quantify,_ALL_,30,
Y,Y,CARDIAC DISORDERS,_ALL_,Xanomeline Low Dose,countdistinct,usubjid,_ALL_,13,
Y,Y,CARDIAC DISORDERS,_ALL_,Xanomeline Low Dose,count,quantify,_ALL_,30,
Y,Y,"CONGENITAL, FAMILIAL AND GENETIC",_ALL_,Xanomeline High Dose,countdistinct,usubjid,_ALL_,2,
Y,Y,"CONGENITAL, FAMILIAL AND GENETIC",_ALL_,Xanomeline High Dose,count,quantify,_ALL_,2,
Y,Y,"CONGENITAL, FAMILIAL AND GENETIC",_ALL_,Xanomeline Low Dose,countdistinct,usubjid,_ALL_,1,
Y,Y,"CONGENITAL, FAMILIAL AND GENETIC",_ALL_,Xanomeline Low Dose,count,quantify,_ALL_,1,
Y,Y,EAR AND LABYRINTH DISORDERS,_ALL_,Placebo,countdistinct,usubjid,_ALL_,1,
Y,Y,EAR AND LABYRINTH DISORDERS,_ALL_,Placebo,count,quantify,_ALL_,2,
Y,Y,EAR AND LABYRINTH DISORDERS,_ALL_,Xanomeline High Dose,countdistinct,usubjid,_ALL_,1,
Y,Y,EAR AND LABYRINTH DISORDERS,_ALL_,Xanomeline High Dose,count,quantify,_ALL_,1,
Y,Y,EAR AND LABYRINTH DISORDERS,_ALL_,Xanomeline Low Dose,countdistinct,usubjid,_ALL_,2,
Y,Y,EAR AND LABYRINTH DISORDERS,_ALL_,Xanomeline Low Dose,count,quantify,_ALL_,2,
Y,Y,EYE DISORDERS,_ALL_,Placebo,countdistinct,usubjid,_ALL_,2,
Y,Y,EYE DISORDERS,_ALL_,Placebo,count,quantify,_ALL_,5,
Y,Y,EYE DISORDERS,_ALL_,Xanomeline High Dose,countdistinct,usubjid,_ALL_,1,
Y,Y,EYE DISORDERS,_ALL_,Xanomeline High Dose,count,quantify,_ALL_,2,
Y,Y,EYE DISORDERS,_ALL_,Xanomeline Low Dose,countdistinct,usubjid,_ALL_,2,
Y,Y,EYE DISORDERS,_ALL_,Xanomeline Low Dose,count,quantify,_ALL_,2,
Y,Y,GASTROINTESTINAL DISORDERS,_ALL_,Placebo,countdistinct,usubjid,_ALL_,17,
Y,Y,GASTROINTESTINAL DISORDERS,_ALL_,Placebo,count,quantify,_ALL_,26,
Y,Y,GASTROINTESTINAL DISORDERS,_ALL_,Xanomeline High Dose,countdistinct,usubjid,_ALL_,20,
Y,Y,GASTROINTESTINAL DISORDERS,_ALL_,Xanomeline High Dose,count,quantify,_ALL_,36,
Y,Y,GASTROINTESTINAL DISORDERS,_ALL_,Xanomeline Low Dose,countdistinct,usubjid,_ALL_,14,
Y,Y,GASTROINTESTINAL DISORDERS,_ALL_,Xanomeline Low Dose,count,quantify,_ALL_,22,
Y,Y,GENERAL DISORDERS AND ADMINISTRA,_ALL_,Placebo,countdistinct,usubjid,_ALL_,21,
Y,Y,GENERAL DISORDERS AND ADMINISTRA,_ALL_,Placebo,count,quantify,_ALL_,46,
Y,Y,GENERAL DISORDERS AND ADMINISTRA,_ALL_,Xanomeline High Dose,countdistinct,usubjid,_ALL_,40,
Y,Y,GENERAL DISORDERS AND ADMINISTRA,_ALL_,Xanomeline High Dose,count,quantify,_ALL_,124,
Y,Y,GENERAL DISORDERS AND ADMINISTRA,_ALL_,Xanomeline Low Dose,countdistinct,usubjid,_ALL_,47,
Y,Y,GENERAL DISORDERS AND ADMINISTRA,_ALL_,Xanomeline Low Dose,count,quantify,_ALL_,118,
Y,Y,HEPATOBILIARY DISORDERS,_ALL_,Placebo,countdistinct,usubjid,_ALL_,1,
Y,Y,HEPATOBILIARY DISORDERS,_ALL_,Placebo,count,quantify,_ALL_,1,
Y,Y,IMMUNE SYSTEM DISORDERS,_ALL_,Xanomeline Low Dose,countdistinct,usubjid,_ALL_,1,
Y,Y,IMMUNE SYSTEM DISORDERS,_ALL_,Xanomeline Low Dose,count,quantify,_ALL_,2,
Y,Y,INFECTIONS AND INFESTATIONS,_ALL_,Placebo,countdistinct,usubjid,_ALL_,16,
Y,Y,INFECTIONS AND INFESTATIONS,_ALL_,Placebo,count,quantify,_ALL_,35,
Y,Y,INFECTIONS AND INFESTATIONS,_ALL_,Xanomeline High Dose,countdistinct,usubjid,_ALL_,13,
Y,Y,INFECTIONS AND INFESTATIONS,_ALL_,Xanomeline High Dose,count,quantify,_ALL_,20,
Y,Y,INFECTIONS AND INFESTATIONS,_ALL_,Xanomeline Low Dose,countdistinct,usubjid,_ALL_,9,
Y,Y,INFECTIONS AND INFESTATIONS,_ALL_,Xanomeline Low Dose,count,quantify,_ALL_,16,
Y,Y,"INJURY, POISONING AND PROCEDURAL",_ALL_,Placebo,countdistinct,usubjid,_ALL_,4,
Y,Y,"INJURY, POISONING AND PROCEDURAL",_ALL_,Placebo,count,quantify,_ALL_,9,
Y,Y,"INJURY, POISONING AND PROCEDURAL",_ALL_,Xanomeline High Dose,countdistinct,usubjid,_ALL_,5,
Y,Y,"INJURY, POISONING AND PROCEDURAL",_ALL_,Xanomeline High Dose,count,quantify,_ALL_,8,
Y,Y,"INJURY, POISONING AND PROCEDURAL",_ALL_,Xanomeline Low Dose,countdistinct,usubjid,_ALL_,5,
Y,Y,"INJURY, POISONING AND PROCEDURAL",_ALL_,Xanomeline Low Dose,count,quantify,_ALL_,12,
Y,Y,INVESTIGATIONS,_ALL_,Placebo,countdistinct,usubjid,_ALL_,10,
Y,Y,INVESTIGATIONS,_ALL_,Placebo,count,quantify,_ALL_,19,
Y,Y,INVESTIGATIONS,_ALL_,Xanomeline High Dose,countdistinct,usubjid,_ALL_,6,
Y,Y,INVESTIGATIONS,_ALL_,Xanomeline High Dose,count,quantify,_ALL_,8,
Y,Y,INVESTIGATIONS,_ALL_,Xanomeline Low Dose,countdistinct,usubjid,_ALL_,6,
Y,Y,INVESTIGATIONS,_ALL_,Xanomeline Low Dose,count,quantify,_ALL_,7,
Y,Y,METABOLISM AND NUTRITION DISORDE,_ALL_,Placebo,countdistinct,usubjid,_ALL_,6,
Y,Y,METABOLISM AND NUTRITION DISORDE,_ALL_,Placebo,count,quantify,_ALL_,8,
Y,Y,METABOLISM AND NUTRITION DISORDE,_ALL_,Xanomeline High Dose,countdistinct,usubjid,_ALL_,2,
Y,Y,METABOLISM AND NUTRITION DISORDE,_ALL_,Xanomeline High Dose,count,quantify,_ALL_,4,
Y,Y,METABOLISM AND NUTRITION DISORDE,_ALL_,Xanomeline Low Dose,countdistinct,usubjid,_ALL_,1,
Y,Y,METABOLISM AND NUTRITION DISORDE,_ALL_,Xanomeline Low Dose,count,quantify,_ALL_,1,
Y,Y,MUSCULOSKELETAL AND CONNECTIVE T,_ALL_,Placebo,countdistinct,usubjid,_ALL_,4,
Y,Y,MUSCULOSKELETAL AND CONNECTIVE T,_ALL_,Placebo,count,quantify,_ALL_,6,
Y,Y,MUSCULOSKELETAL AND CONNECTIVE T,_ALL_,Xanomeline High Dose,countdistinct,usubjid,_ALL_,7,
Y,Y,MUSCULOSKELETAL AND CONNECTIVE T,_ALL_,Xanomeline High Dose,count,quantify,_ALL_,10,
Y,Y,MUSCULOSKELETAL AND CONNECTIVE T,_ALL_,Xanomeline Low Dose,countdistinct,usubjid,_ALL_,7,
Y,Y,MUSCULOSKELETAL AND CONNECTIVE T,_ALL_,Xanomeline Low Dose,count,quantify,_ALL_,10,
Y,Y,"NEOPLASMS BENIGN, MALIGNANT AND",_ALL_,Xanomeline High Dose,countdistinct,usubjid,_ALL_,1,
Y,Y,"NEOPLASMS BENIGN, MALIGNANT AND",_ALL_,Xanomeline High Dose,count,quantify,_ALL_,1,
Y,Y,"NEOPLASMS BENIGN, MALIGNANT AND",_ALL_,Xanomeline Low Dose,countdistinct,usubjid,_ALL_,2,
Y,Y,"NEOPLASMS BENIGN, MALIGNANT AND",_ALL_,Xanomeline Low Dose,count,quantify,_ALL_,3,
Y,Y,NERVOUS SYSTEM DISORDERS,_ALL_,Placebo,countdistinct,usubjid,_ALL_,8,
Y,Y,NERVOUS SYSTEM DISORDERS,_ALL_,Placebo,count,quantify,_ALL_,11,
Y,Y,NERVOUS SYSTEM DISORDERS,_ALL_,Xanomeline High Dose,countdistinct,usubjid,_ALL_,25,
Y,Y,NERVOUS SYSTEM DISORDERS,_ALL_,Xanomeline High Dose,count,quantify,_ALL_,41,
Y,Y,NERVOUS SYSTEM DISORDERS,_ALL_,Xanomeline Low Dose,countdistinct,usubjid,_ALL_,20,
Y,Y,NERVOUS SYSTEM DISORDERS,_ALL_,Xanomeline Low Dose,count,quantify,_ALL_,40,
Y,Y,PSYCHIATRIC DISORDERS,_ALL_,Placebo,countdistinct,usubjid,_ALL_,10,
Y,Y,PSYCHIATRIC DISORDERS,_ALL_,Placebo,count,quantify,_ALL_,12,
Y,Y,PSYCHIATRIC DISORDERS,_ALL_,Xanomeline High Dose,countdistinct,usubjid,_ALL_,8,
Y,Y,PSYCHIATRIC DISORDERS,_ALL_,Xanomeline High Dose,count,quantify,_ALL_,11,
Y,Y,PSYCHIATRIC DISORDERS,_ALL_,Xanomeline Low Dose,countdistinct,usubjid,_ALL_,10,
Y,Y,PSYCHIATRIC DISORDERS,_ALL_,Xanomeline Low Dose,count,quantify,_ALL_,14,
Y,Y,RENAL AND URINARY DISORDERS,_ALL_,Placebo,countdistinct,usubjid,_ALL_,4,
Y,Y,RENAL AND URINARY DISORDERS,_ALL_,Placebo,count,quantify,_ALL_,5,
Y,Y,RENAL AND URINARY DISORDERS,_ALL_,Xanomeline High Dose,countdistinct,usubjid,_ALL_,3,
Y,Y,RENAL AND URINARY DISORDERS,_ALL_,Xanomeline High Dose,count,quantify,_ALL_,4,
Y,Y,RENAL AND URINARY DISORDERS,_ALL_,Xanomeline Low Dose,countdistinct,usubjid,_ALL_,3,
Y,Y,RENAL AND URINARY DISORDERS,_ALL_,Xanomeline Low Dose,count,quantify,_ALL_,3,
Y,Y,REPRODUCTIVE SYSTEM AND BREAST D,_ALL_,Placebo,countdistinct,usubjid,_ALL_,2,
Y,Y,REPRODUCTIVE SYSTEM AND BREAST D,_ALL_,Placebo,count,quantify,_ALL_,4,
Y,Y,REPRODUCTIVE SYSTEM AND BREAST D,_ALL_,Xanomeline High Dose,countdistinct,usubjid,_ALL_,1,
Y,Y,REPRODUCTIVE SYSTEM AND BREAST D,_ALL_,Xanomeline High Dose,count,quantify,_ALL_,1,
Y,Y,"RESPIRATORY, THORACIC AND MEDIAS",_ALL_,Placebo,countdistinct,usubjid,_ALL_,8,
Y,Y,"RESPIRATORY, THORACIC AND MEDIAS",_ALL_,Placebo,count,quantify,_ALL_,12,
Y,Y,"RESPIRATORY, THORACIC AND MEDIAS",_ALL_,Xanomeline High Dose,countdistinct,usubjid,_ALL_,10,
Y,Y,"RESPIRATORY, THORACIC AND MEDIAS",_ALL_,Xanomeline High Dose,count,quantify,_ALL_,22,
Y,Y,"RESPIRATORY, THORACIC AND MEDIAS",_ALL_,Xanomeline Low Dose,countdistinct,usubjid,_ALL_,9,
Y,Y,"RESPIRATORY, THORACIC AND MEDIAS",_ALL_,Xanomeline Low Dose,count,quantify,_ALL_,14,
Y,Y,SKIN AND SUBCUTANEOUS TISSUE DIS,_ALL_,Placebo,countdistinct,usubjid,_ALL_,20,
Y,Y,SKIN AND SUBCUTANEOUS TISSUE DIS,_ALL_,Placebo,count,quantify,_ALL_,45,
Y,Y,SKIN AND SUBCUTANEOUS TISSUE DIS,_ALL_,Xanomeline High Dose,countdistinct,usubjid,_ALL_,40,
Y,Y,SKIN AND SUBCUTANEOUS TISSUE DIS,_ALL_,Xanomeline High Dose,count,quantify,_ALL_,104,
Y,Y,SKIN AND SUBCUTANEOUS TISSUE DIS,_ALL_,Xanomeline Low Dose,countdistinct,usubjid,_ALL_,39,
Y,Y,SKIN AND SUBCUTANEOUS TISSUE DIS,_ALL_,Xanomeline Low Dose,count,quantify,_ALL_,111,
Y,Y,SOCIAL CIRCUMSTANCES,_ALL_,Xanomeline High Dose,countdistinct,usubjid,_ALL_,1,
Y,Y,SOCIAL CIRCUMSTANCES,_ALL_,Xanomeline High Dose,count,quantify,_ALL_,1,
Y,Y,SURGICAL AND MEDICAL PROCEDURES,_ALL_,Placebo,countdistinct,usubjid,_ALL_,2,
Y,Y,SURGICAL AND MEDICAL PROCEDURES,_ALL_,Placebo,count,quantify,_ALL_,2,
Y,Y,SURGICAL AND MEDICAL PROCEDURES,_ALL_,Xanomeline High Dose,countdistinct,usubjid,_ALL_,2,
Y,Y,SURGICAL AND MEDICAL PROCEDURES,_ALL_,Xanomeline High Dose,count,quantify,_ALL_,2,
Y,Y,SURGICAL AND MEDICAL PROCEDURES,_ALL_,Xanomeline Low Dose,countdistinct,usubjid,_ALL_,1,
Y,Y,SURGICAL AND MEDICAL PROCEDURES,_ALL_,Xanomeline Low Dose,count,quantify,_ALL_,1,
Y,Y,VASCULAR DISORDERS,_ALL_,Placebo,countdistinct,usubjid,_ALL_,3,
Y,Y,VASCULAR DISORDERS,_ALL_,Placebo,count,quantify,_ALL_,7,
Y,Y,VASCULAR DISORDERS,_ALL_,Xanomeline High Dose,countdistinct,usubjid,_ALL_,1,
Y,Y,VASCULAR DISORDERS,_ALL_,Xanomeline High Dose,count,quantify,_ALL_,1,
Y,Y,VASCULAR DISORDERS,_ALL_,Xanomeline Low Dose,countdistinct,usubjid,_ALL_,3,
Y,Y,VASCULAR DISORDERS,_ALL_,Xanomeline Low Dose,count,quantify,_ALL_,3,
